Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel
1069,27/03/2023,David,East,"£202,933.18",47,Electronics,"£4,171.83","£4,320.93",New,0%,Cash,Online
1096,27/03/2023,Alice,North,"£128,974.98",48,Clothing,"£2,449.21","£2,714.12",New,1%,Credit Card,Online
1066,28/03/2023,Charlie,North,"£4,291.35",7,Clothing,£523.42,£632.44,New,3%,Bank Transfer,Online
1045,28/03/2023,Eve,West,"£9,657.73",14,Clothing,£635.28,£831.13,Returning,17%,Bank Transfer,Retail
1063,28/03/2023,Charlie,South,"£61,721.35",42,Food,"£1,170.07","£1,669.95",Returning,12%,Bank Transfer,Retail
1022,29/03/2023,Bob,West,"£182,098.57",45,Furniture,"£4,020.09","£4,087.91",Returning,1%,Bank Transfer,Online
1010,29/03/2023,Alice,South,"£60,155.28",49,Food,"£1,150.30","£1,306.02",New,6%,Credit Card,Retail
1009,30/03/2023,Charlie,South,"£43,803.93",10,Clothing,"£4,364.35","£4,710.10",New,7%,Credit Card,Online
1007,30/03/2023,David,East,"£17,567.66",14,Furniture,"£1,122.07","£1,608.76",New,22%,Cash,Retail
1005,30/03/2023,Alice,East,"£9,243.99",12,Electronics,£319.83,£802.43,New,4%,Credit Card,Retail
1085,30/03/2023,David,West,"£223,476.51",45,Clothing,"£4,763.11","£5,119.91",Returning,3%,Cash,Retail
1025,31/03/2023,David,West,"£11,336.67",4,Furniture,"£2,751.06","£2,976.01",Returning,5%,Credit Card,Online
1004,31/03/2023,Charlie,East,"£55,023.04",12,Clothing,"£4,553.23","£5,038.74",New,9%,Credit Card,Retail
1047,31/03/2023,Alice,East,"£116,257.65",37,Electronics,"£3,114.88","£3,256.78",Returning,4%,Credit Card,Online
1016,31/03/2023,Eve,East,"£152,886.96",38,Electronics,"£3,883.38","£4,152.72",Returning,3%,Cash,Online
1062,02/04/2023,Bob,East,"£15,605.30",10,Clothing,"£1,524.88","£1,636.14",New,5%,Bank Transfer,Online
1034,02/04/2023,Charlie,West,"£18,715.11",7,Electronics,"£2,492.36","£2,738.68",Returning,2%,Cash,Online
1059,02/04/2023,Eve,West,"£45,616.11",12,Food,"£3,496.15","£3,955.75",Returning,4%,Cash,Retail
1048,02/04/2023,David,South,"£195,527.48",45,Electronics,"£4,262.21","£4,533.31",Returning,4%,Credit Card,Online
1005,02/04/2023,David,South,"£227,715.75",46,Furniture,"£4,691.42","£5,026.19",Returning,2%,Bank Transfer,Retail
1095,03/04/2023,Charlie,East,"£24,518.50",9,Food,"£2,650.95","£2,860.42",New,5%,Cash,Retail
1099,03/04/2023,Alice,North,"£142,141.52",30,Furniture,"£4,495.82","£4,794.01",New,1%,Bank Transfer,Retail
1051,04/04/2023,Bob,East,"£43,015.79",12,Electronics,"£3,544.48","£3,723.66",Returning,4%,Cash,Online
1078,04/04/2023,David,East,"£100,275.42",49,Furniture,"£1,833.95","£2,147.14",Returning,5%,Credit Card,Retail
1062,05/04/2023,Bob,North,"£120,467.54",48,Food,"£2,487.19","£2,521.45",New,0%,Cash,Online
1058,05/04/2023,Alice,North,"£34,846.37",33,Furniture,"£1,011.65","£1,084.28",Returning,3%,Bank Transfer,Retail
1087,05/04/2023,Eve,East,"£22,399.15",43,Furniture,£481.00,£531.02,New,2%,Cash,Online
1052,05/04/2023,Charlie,South,"£129,734.01",26,Clothing,"£4,771.99","£5,079.65",New,2%,Credit Card,Online
1026,06/04/2023,Bob,South,"£17,146.80",4,Electronics,"£3,993.39","£4,288.30",New,0%,Credit Card,Online
1068,06/04/2023,Alice,South,"£102,355.01",31,Clothing,"£3,169.37","£3,304.15",Returning,0%,Credit Card,Retail
1086,06/04/2023,Charlie,West,"£125,519.67",32,Electronics,"£3,743.59","£4,116.38",Returning,5%,Cash,Online
1033,07/04/2023,Bob,East,"£8,057.61",4,Food,"£2,000.75","£2,426.99",Returning,17%,Bank Transfer,Online
1051,07/04/2023,Alice,West,"£77,291.58",23,Electronics,"£3,325.43","£3,401.10",New,1%,Cash,Online
1098,08/04/2023,Eve,North,"£15,448.88",5,Electronics,"£2,947.22","£3,145.27",New,2%,Credit Card,Retail
1009,08/04/2023,Charlie,South,"£104,612.91",32,Clothing,"£3,219.88","£3,384.50",Returning,3%,Cash,Retail
1007,08/04/2023,Charlie,East,"£50,744.49",13,Clothing,"£3,597.20","£4,071.82",Returning,4%,Bank Transfer,Online
1061,08/04/2023,Charlie,East,"£39,733.83",29,Clothing,"£1,221.74","£1,611.92",New,15%,Cash,Retail
1096,08/04/2023,Charlie,South,"£20,614.05",45,Clothing,£357.92,£461.30,Returning,1%,Cash,Online
1059,09/04/2023,Charlie,South,£465.47,1,Electronics,£332.62,£612.46,Returning,24%,Cash,Retail
1039,09/04/2023,Alice,North,"£1,358.33",3,Food,£391.19,£471.75,Returning,4%,Cash,Online
1002,11/04/2023,Bob,North,"£20,001.39",21,Food,£914.22,£971.57,Returning,2%,Cash,Online
1083,11/04/2023,Bob,West,"£72,419.18",29,Furniture,"£2,408.81","£2,624.09",Returning,5%,Cash,Online
1067,11/04/2023,Bob,East,"£53,403.79",17,Food,"£2,831.58","£3,186.15",New,1%,Bank Transfer,Retail
1014,11/04/2023,Alice,South,"£95,065.74",38,Food,"£2,091.21","£2,527.00",Returning,1%,Credit Card,Online
1081,12/04/2023,Bob,South,"£46,758.14",19,Food,"£2,443.69","£2,462.34",New,0%,Bank Transfer,Retail
1063,12/04/2023,Charlie,North,"£94,007.52",40,Electronics,"£2,101.32","£2,440.63",New,4%,Bank Transfer,Retail
1008,13/04/2023,Charlie,South,"£116,363.09",24,Furniture,"£4,739.13","£4,868.95",New,0%,Credit Card,Retail
1091,13/04/2023,Eve,West,"£146,877.09",36,Electronics,"£3,951.59","£4,387.01",New,7%,Bank Transfer,Retail
1034,14/04/2023,Alice,West,"£10,524.24",3,Clothing,"£3,472.51","£3,732.00",New,6%,Cash,Online
1001,14/04/2023,David,East,"£5,564.42",2,Electronics,"£2,631.68","£2,904.06",New,4%,Bank Transfer,Online
1052,14/04/2023,David,North,"£4,096.52",5,Furniture,£745.71,£856.91,Returning,4%,Bank Transfer,Retail
1099,14/04/2023,Alice,East,"£134,504.57",27,Food,"£4,929.55","£4,990.33",Returning,0%,Credit Card,Online
1032,14/04/2023,David,North,"£168,791.66",45,Clothing,"£3,712.35","£3,780.88",New,1%,Cash,Retail
1047,14/04/2023,Eve,West,"£66,310.98",16,Clothing,"£3,966.86","£4,321.04",Returning,4%,Credit Card,Retail
1010,15/04/2023,Charlie,North,"£21,481.19",4,Food,"£4,943.03","£5,442.15",Returning,1%,Cash,Online
1013,15/04/2023,Eve,North,"£69,741.91",42,Furniture,"£1,375.57","£1,729.71",New,4%,Cash,Online
1027,16/04/2023,Alice,East,"£16,685.00",7,Food,"£2,371.85","£2,457.29",New,3%,Cash,Retail
1081,16/04/2023,Charlie,West,"£80,707.79",44,Electronics,"£1,362.15","£1,844.07",New,1%,Credit Card,Online
1052,17/04/2023,Alice,South,"£4,607.71",2,Food,"£1,935.41","£2,305.44",Returning,0%,Credit Card,Online
1012,18/04/2023,Alice,South,"£8,062.63",9,Electronics,£709.97,"£1,029.71",Returning,13%,Bank Transfer,Retail
1035,18/04/2023,David,South,"£40,124.95",34,Food,"£1,105.05","£1,200.96",Returning,2%,Cash,Online
1061,18/04/2023,Eve,North,"£22,021.96",47,Electronics,£146.27,£498.46,New,6%,Cash,Retail
1033,19/04/2023,Bob,South,"£17,049.65",5,Furniture,"£3,162.92","£3,409.93",New,0%,Cash,Online
1044,20/04/2023,Charlie,West,"£125,892.78",34,Food,"£3,573.30","£3,740.13",Returning,1%,Credit Card,Online
1088,21/04/2023,Charlie,East,"£22,802.40",29,Furniture,£639.58,"£1,107.45",New,29%,Cash,Retail
1090,21/04/2023,David,West,"£44,645.18",35,Electronics,"£1,130.60","£1,466.18",Returning,13%,Cash,Online
1093,21/04/2023,Bob,West,"£70,392.72",17,Furniture,"£3,816.39","£4,209.44",Returning,2%,Cash,Retail
1047,21/04/2023,Eve,West,"£34,563.44",17,Furniture,"£1,591.34","£2,043.82",New,1%,Cash,Retail
1009,21/04/2023,Eve,North,"£27,560.80",47,Clothing,£359.41,£733.00,Returning,20%,Bank Transfer,Retail
1002,22/04/2023,Eve,North,"£39,611.53",9,Electronics,"£4,398.16","£4,439.12",New,1%,Bank Transfer,Online
1061,22/04/2023,Eve,South,"£138,943.94",39,Electronics,"£3,494.19","£3,746.00",Returning,5%,Bank Transfer,Retail
1016,23/04/2023,David,South,"£29,271.94",6,Furniture,"£4,502.09","£4,879.72",New,0%,Credit Card,Online
1060,23/04/2023,Eve,East,"£98,542.79",23,Clothing,"£4,110.60","£4,488.37",New,5%,Credit Card,Online
1033,23/04/2023,Charlie,East,"£57,181.53",44,Electronics,"£1,195.22","£1,320.06",Returning,2%,Bank Transfer,Retail
1008,23/04/2023,Eve,North,"£26,336.53",35,Clothing,£600.20,"£1,059.82",Returning,29%,Bank Transfer,Retail
1024,24/04/2023,David,North,"£72,614.17",35,Furniture,"£2,051.00","£2,121.55",Returning,2%,Cash,Retail
1054,24/04/2023,David,North,"£113,477.99",48,Food,"£2,316.92","£2,462.63",New,4%,Credit Card,Online
1095,25/04/2023,Bob,South,"£32,271.62",10,Electronics,"£3,155.97","£3,263.49",Returning,1%,Credit Card,Online
1039,25/04/2023,Alice,East,"£73,422.51",24,Clothing,"£2,615.48","£3,062.22",New,0%,Bank Transfer,Retail
1075,25/04/2023,David,West,"£167,709.46",44,Furniture,"£3,519.29","£3,822.98",Returning,0%,Bank Transfer,Online
1075,26/04/2023,David,South,"£171,345.00",37,Electronics,"£4,399.80","£4,801.06",New,4%,Bank Transfer,Retail
1020,27/04/2023,Alice,South,"£157,840.78",33,Furniture,"£4,772.03","£4,805.17",Returning,0%,Bank Transfer,Online
1018,27/04/2023,David,South,"£7,003.55",17,Clothing,£355.72,£438.27,Returning,6%,Bank Transfer,Online
1001,27/04/2023,Eve,East,"£37,078.90",25,Electronics,"£1,330.62","£1,543.69",New,4%,Credit Card,Online
1064,27/04/2023,Bob,North,"£25,815.62",13,Clothing,"£1,645.51","£2,045.53",Returning,3%,Cash,Retail
1024,27/04/2023,Alice,West,"£92,333.93",42,Food,"£2,069.05","£2,363.90",Returning,7%,Cash,Online
1036,28/04/2023,Charlie,West,"£101,156.74",25,Furniture,"£4,037.73","£4,446.45",Returning,9%,Bank Transfer,Online
1023,28/04/2023,Charlie,North,"£11,816.40",5,Electronics,"£2,311.25","£2,482.34",Returning,5%,Credit Card,Retail
1003,28/04/2023,Charlie,South,"£22,126.87",27,Furniture,£623.32,£853.66,Returning,4%,Cash,Online
1009,28/04/2023,Alice,North,"£82,353.32",33,Clothing,"£2,278.90","£2,626.90",New,5%,Credit Card,Online
1093,29/04/2023,Alice,North,"£143,298.95",34,Food,"£4,201.11","£4,436.50",New,5%,Cash,Online
1056,29/04/2023,Charlie,North,"£7,139.32",10,Clothing,£536.81,£839.92,Returning,15%,Bank Transfer,Online
1051,30/04/2023,Bob,West,"£3,066.78",3,Food,"£1,000.18","£1,023.64",Returning,0%,Credit Card,Online
1032,30/04/2023,Alice,West,"£44,670.53",18,Electronics,"£2,466.18","£2,483.87",Returning,0%,Cash,Online
1076,30/04/2023,Eve,West,"£141,732.22",32,Clothing,"£4,337.82","£4,460.71",Returning,1%,Cash,Retail
1006,30/04/2023,Charlie,North,"£59,401.47",19,Clothing,"£2,962.41","£3,218.90",New,3%,Cash,Retail
1096,02/05/2023,Alice,East,"£33,526.95",32,Furniture,£991.63,"£1,065.55",Returning,2%,Bank Transfer,Retail
1036,02/05/2023,David,North,"£182,284.42",42,Furniture,"£4,292.63","£4,387.99",New,1%,Credit Card,Retail
1051,02/05/2023,Alice,North,"£132,442.92",34,Furniture,"£3,764.14","£4,100.40",Returning,5%,Bank Transfer,Retail
1042,03/05/2023,Alice,West,"£20,098.55",37,Furniture,£502.86,£687.60,Returning,21%,Cash,Online
1015,03/05/2023,David,South,"£87,497.86",30,Food,"£2,680.22","£3,027.92",Returning,4%,Bank Transfer,Online
1061,03/05/2023,Bob,South,"£126,336.95",41,Furniture,"£2,894.18","£3,193.92",New,4%,Bank Transfer,Retail
1086,04/05/2023,Bob,West,"£60,398.46",25,Food,"£2,248.71","£2,626.02",New,8%,Bank Transfer,Online
1062,05/05/2023,Eve,South,"£31,846.33",26,Clothing,£992.17,"£1,263.49",Returning,3%,Bank Transfer,Retail
1056,07/05/2023,David,East,"£44,046.15",28,Clothing,"£1,566.03","£1,576.34",Returning,0%,Bank Transfer,Online
1073,07/05/2023,David,North,"£69,210.85",29,Clothing,"£2,152.68","£2,475.93",Returning,4%,Bank Transfer,Online
1093,08/05/2023,Bob,East,"£12,592.12",17,Furniture,£727.38,£764.54,Returning,3%,Credit Card,Retail
1067,08/05/2023,Charlie,North,"£72,134.09",32,Food,"£2,171.79","£2,307.64",Returning,2%,Bank Transfer,Online
1026,08/05/2023,Charlie,West,"£68,637.21",20,Clothing,"£2,985.63","£3,452.14",New,1%,Credit Card,Retail
1012,09/05/2023,David,West,"£18,203.89",13,Food,"£1,311.01","£1,538.79",Returning,9%,Bank Transfer,Retail
1030,10/05/2023,Bob,South,"£202,688.24",43,Clothing,"£4,696.64","£4,713.68",Returning,0%,Bank Transfer,Online
1034,10/05/2023,Eve,East,"£40,491.46",19,Clothing,"£1,922.21","£2,180.83",Returning,2%,Credit Card,Retail
1001,10/05/2023,David,East,"£234,866.62",47,Food,"£4,865.33","£5,316.13",New,6%,Bank Transfer,Online
1063,10/05/2023,David,East,"£213,740.85",47,Electronics,"£4,291.33","£4,658.64",New,2%,Credit Card,Retail
1051,11/05/2023,Bob,North,"£160,630.39",36,Food,"£4,418.95","£4,647.87",New,4%,Bank Transfer,Online
1001,11/05/2023,Eve,East,"£5,273.39",8,Clothing,£442.11,£803.87,New,18%,Cash,Retail
1003,11/05/2023,Charlie,North,"£99,060.61",26,Electronics,"£3,418.78","£3,824.10",New,0%,Credit Card,Online
1099,11/05/2023,Alice,South,"£176,429.44",48,Food,"£3,441.61","£3,693.45",Returning,0%,Bank Transfer,Online
1038,12/05/2023,Bob,South,"£55,240.09",20,Clothing,"£2,607.31","£2,774.86",New,0%,Credit Card,Retail
1033,12/05/2023,Bob,North,"£53,856.36",16,Furniture,"£2,915.88","£3,397.36",New,1%,Bank Transfer,Retail
1075,13/05/2023,Bob,East,"£157,097.78",36,Clothing,"£4,337.61","£4,386.82",Returning,1%,Credit Card,Online
1060,13/05/2023,Charlie,West,"£101,458.87",31,Electronics,"£3,161.40","£3,339.66",Returning,2%,Bank Transfer,Online
1039,13/05/2023,Eve,West,"£155,943.73",40,Furniture,"£3,536.46","£3,945.82",New,1%,Bank Transfer,Online
1087,14/05/2023,Charlie,West,"£40,282.19",10,Electronics,"£3,988.52","£4,240.23",New,5%,Credit Card,Online
1064,14/05/2023,Bob,South,"£34,857.19",8,Electronics,"£4,271.99","£4,417.79",Returning,1%,Cash,Online
1049,14/05/2023,Eve,South,"£101,804.74",22,Electronics,"£4,573.69","£4,820.30",New,4%,Cash,Online
1009,14/05/2023,David,West,"£123,704.94",40,Furniture,"£2,799.71","£3,231.08",Returning,4%,Credit Card,Retail
1001,14/05/2023,Eve,South,"£107,888.27",35,Electronics,"£2,745.75","£3,244.76",New,5%,Bank Transfer,Online
1062,16/05/2023,Charlie,North,"£13,535.92",46,Furniture,£159.32,£303.36,New,3%,Cash,Retail
1049,17/05/2023,Alice,West,"£3,299.77",1,Furniture,"£3,290.89","£3,317.75",Returning,1%,Bank Transfer,Online
1053,17/05/2023,Bob,South,"£154,636.05",36,Clothing,"£4,252.17","£4,720.27",New,9%,Cash,Retail
1056,17/05/2023,David,West,"£118,601.55",47,Furniture,"£2,461.70","£2,529.02",Returning,0%,Cash,Retail
1004,17/05/2023,Alice,North,"£151,834.27",36,Food,"£3,981.20","£4,432.35",New,5%,Cash,Online
1050,17/05/2023,Bob,North,"£18,992.23",45,Furniture,£112.35,£586.18,Returning,28%,Credit Card,Retail
1063,18/05/2023,Bob,West,"£146,436.43",39,Food,"£3,577.69","£3,931.25",Returning,4%,Cash,Retail
1050,19/05/2023,Charlie,East,"£75,942.50",35,Clothing,"£2,158.69","£2,384.38",Returning,9%,Bank Transfer,Retail
1071,20/05/2023,Eve,West,"£18,087.37",6,Furniture,"£2,831.23","£3,206.98",Returning,6%,Bank Transfer,Retail
1012,20/05/2023,Bob,North,"£60,186.77",16,Food,"£3,466.11","£3,799.67",Returning,1%,Cash,Retail
1059,21/05/2023,Alice,North,"£154,196.47",37,Electronics,"£4,146.99","£4,172.35",Returning,0%,Cash,Retail
1002,21/05/2023,Charlie,West,"£57,889.73",26,Clothing,"£2,041.42","£2,291.17",Returning,3%,Cash,Online
1008,21/05/2023,David,East,"£71,700.43",37,Furniture,"£1,712.43","£1,980.06",New,2%,Cash,Online
1049,22/05/2023,Bob,East,"£65,216.67",19,Clothing,"£3,316.97","£3,544.02",Returning,3%,Cash,Online
1035,22/05/2023,Alice,South,"£202,178.66",45,Food,"£4,132.79","£4,624.10",New,3%,Credit Card,Retail
1100,23/05/2023,Bob,West,"£103,610.58",29,Food,"£3,559.56","£3,607.15",Returning,1%,Cash,Retail
1067,23/05/2023,Bob,North,"£129,312.06",49,Furniture,"£2,628.38","£2,644.54",Returning,0%,Cash,Online
1044,23/05/2023,Bob,West,"£47,100.80",19,Food,"£2,182.75","£2,504.03",New,1%,Bank Transfer,Online
1019,24/05/2023,Eve,South,"£40,942.78",13,Food,"£3,102.73","£3,202.68",New,2%,Cash,Online
1005,25/05/2023,Eve,North,"£2,839.14",2,Clothing,"£1,392.15","£1,448.54",Returning,2%,Bank Transfer,Retail
1091,25/05/2023,Alice,North,"£88,800.24",24,Clothing,"£3,639.30","£3,750.63",New,1%,Bank Transfer,Retail
1092,25/05/2023,Bob,East,"£15,707.37",20,Food,£668.11,£803.49,New,2%,Bank Transfer,Online
1042,26/05/2023,Bob,East,"£1,412.72",1,Electronics,"£1,406.24","£1,535.57",New,8%,Credit Card,Retail
1082,26/05/2023,David,South,"£2,774.97",2,Furniture,"£1,349.30","£1,576.69",Returning,12%,Credit Card,Online
1074,27/05/2023,Eve,West,"£6,928.76",2,Food,"£3,173.69","£3,503.11",New,1%,Bank Transfer,Retail
1001,27/05/2023,Alice,South,"£31,809.60",7,Electronics,"£4,094.68","£4,576.50",New,1%,Cash,Retail
1003,27/05/2023,Eve,East,"£17,320.09",39,Clothing,£310.96,£457.84,New,3%,Credit Card,Online
1069,27/05/2023,Charlie,West,"£59,393.62",44,Electronics,"£1,084.73","£1,420.90",Returning,5%,Credit Card,Online
1062,28/05/2023,Bob,South,"£26,935.88",28,Electronics,£933.16,"£1,004.70",Returning,4%,Bank Transfer,Online
1050,28/05/2023,Alice,North,"£24,442.46",6,Furniture,"£3,763.26","£4,102.72",New,1%,Credit Card,Retail
1006,28/05/2023,Bob,North,"£52,473.29",11,Food,"£4,562.58","£4,925.17",New,3%,Cash,Retail
1019,28/05/2023,Alice,East,"£114,680.16",28,Furniture,"£3,907.86","£4,205.37",New,3%,Credit Card,Online
1017,28/05/2023,David,East,"£180,339.37",35,Electronics,"£4,867.64","£5,287.05",Returning,3%,Credit Card,Online
1070,29/05/2023,Charlie,South,"£54,625.93",14,Furniture,"£3,796.79","£3,947.50",Returning,1%,Bank Transfer,Online
1069,29/05/2023,Alice,North,"£12,754.06",30,Electronics,£300.01,£477.68,New,11%,Bank Transfer,Retail
1055,29/05/2023,Eve,North,"£43,510.52",40,Furniture,£959.73,"£1,111.41",New,2%,Bank Transfer,Online
1040,30/05/2023,Alice,South,"£81,095.31",47,Clothing,"£1,656.82","£1,750.38",New,1%,Credit Card,Online
1002,30/05/2023,David,North,"£72,136.85",17,Furniture,"£4,024.76","£4,420.15",Returning,4%,Cash,Online
1002,30/05/2023,Eve,North,"£66,538.97",44,Furniture,"£1,393.58","£1,533.09",Returning,1%,Credit Card,Retail
1064,31/05/2023,David,South,"£9,249.14",8,Clothing,£816.54,"£1,191.90",New,3%,Cash,Retail
1099,01/06/2023,Alice,South,"£4,129.28",2,Electronics,"£2,038.40","£2,073.32",New,0%,Cash,Retail
1013,01/06/2023,Charlie,East,"£19,933.27",16,Furniture,"£1,222.15","£1,284.36",Returning,3%,Credit Card,Retail
1022,01/06/2023,David,East,"£22,339.63",9,Electronics,"£2,263.65","£2,558.95",New,3%,Cash,Online
1019,01/06/2023,Bob,East,"£141,672.88",38,Clothing,"£3,637.25","£4,096.96",Returning,9%,Bank Transfer,Online
1050,01/06/2023,Bob,South,"£93,966.52",23,Furniture,"£3,756.06","£4,255.73",Returning,4%,Cash,Online
1086,02/06/2023,Bob,East,"£4,868.35",3,Electronics,"£1,595.35","£1,625.71",New,0%,Cash,Online
1024,02/06/2023,Alice,West,"£7,555.17",2,Furniture,"£3,604.93","£3,830.71",Returning,1%,Credit Card,Online
1057,02/06/2023,Eve,East,"£77,155.97",22,Food,"£3,462.61","£3,672.89",Returning,5%,Credit Card,Online
1057,02/06/2023,Bob,South,"£23,796.93",12,Electronics,"£1,878.30","£2,087.45",New,5%,Bank Transfer,Retail
1059,02/06/2023,Bob,West,"£26,573.72",47,Furniture,£287.17,£657.44,Returning,14%,Credit Card,Retail
1039,03/06/2023,Bob,South,"£28,520.38",8,Clothing,"£3,380.14","£3,609.34",Returning,1%,Credit Card,Online
1069,03/06/2023,David,West,"£62,020.02",42,Clothing,"£1,434.20","£1,482.88",New,0%,Credit Card,Retail
1016,03/06/2023,David,West,"£51,185.15",46,Clothing,"£1,023.50","£1,164.41",Returning,4%,Credit Card,Retail
1090,03/06/2023,David,South,"£12,200.67",47,Furniture,£85.35,£360.54,New,28%,Cash,Online
1090,03/06/2023,Eve,North,"£99,151.14",41,Furniture,"£2,055.49","£2,441.46",New,1%,Credit Card,Online
1021,04/06/2023,Eve,North,"£30,051.28",22,Electronics,"£1,296.44","£1,751.24",New,22%,Cash,Online
1096,04/06/2023,Bob,South,"£34,953.19",14,Furniture,"£2,251.95","£2,626.32",Returning,5%,Credit Card,Online
1082,05/06/2023,Charlie,East,"£26,668.93",15,Clothing,"£1,719.47","£1,832.60",Returning,3%,Credit Card,Online
1006,06/06/2023,Bob,East,"£35,924.94",21,Electronics,"£1,701.62","£2,193.22",New,22%,Bank Transfer,Retail
1079,06/06/2023,David,South,"£67,435.03",34,Furniture,"£1,967.96","£1,993.40",Returning,1%,Credit Card,Online
1033,06/06/2023,Alice,East,"£8,213.38",32,Food,£108.99,£351.60,Returning,27%,Credit Card,Retail
1042,06/06/2023,Bob,North,"£68,491.55",20,Food,"£3,115.06","£3,565.58",Returning,4%,Credit Card,Retail
1045,06/06/2023,Bob,South,"£11,985.60",15,Electronics,£316.22,£799.04,New,0%,Bank Transfer,Online
1014,07/06/2023,Alice,North,"£7,515.84",3,Electronics,"£2,468.29","£2,723.13",Returning,8%,Cash,Retail
1037,07/06/2023,Alice,South,"£19,903.82",4,Food,"£4,721.70","£5,017.58",New,1%,Cash,Retail
1085,07/06/2023,Charlie,East,"£99,026.11",42,Clothing,"£2,254.11","£2,382.23",Returning,1%,Credit Card,Retail
1099,07/06/2023,Charlie,East,"£69,066.24",31,Food,"£1,974.40","£2,259.50",New,1%,Cash,Retail
1012,08/06/2023,Bob,East,"£68,173.39",19,Furniture,"£3,457.28","£3,598.72",New,0%,Bank Transfer,Online
1032,08/06/2023,Eve,West,"£239,161.59",49,Electronics,"£4,812.41","£5,088.00",Returning,4%,Credit Card,Online
1057,08/06/2023,Charlie,East,"£204,698.44",43,Furniture,"£4,567.39","£4,958.78",New,4%,Cash,Retail
1047,09/06/2023,David,East,"£13,643.81",18,Clothing,£560.92,"£1,024.31",Returning,26%,Cash,Online
1017,09/06/2023,Charlie,East,"£164,106.43",35,Furniture,"£4,480.63","£4,884.12",New,4%,Cash,Online
1093,09/06/2023,Bob,South,"£11,140.37",38,Food,£86.59,£390.89,Returning,25%,Credit Card,Online
1028,10/06/2023,Alice,North,"£6,482.82",2,Furniture,"£3,146.12","£3,255.53",Returning,0%,Bank Transfer,Online
1029,10/06/2023,Eve,East,"£8,466.04",15,Clothing,£498.27,£634.16,Returning,11%,Credit Card,Retail
1053,10/06/2023,Charlie,East,"£183,044.21",39,Furniture,"£4,643.67","£4,829.52",Returning,3%,Bank Transfer,Online
1096,10/06/2023,Charlie,South,"£3,472.56",6,Furniture,£252.62,£742.00,New,22%,Credit Card,Retail
1054,10/06/2023,Bob,South,"£100,552.39",21,Furniture,"£4,668.14","£5,040.22",New,5%,Bank Transfer,Online
1085,11/06/2023,David,East,"£24,820.67",8,Food,"£3,048.48","£3,198.54",Returning,3%,Bank Transfer,Online
1082,11/06/2023,Alice,North,"£18,521.78",17,Furniture,£890.31,"£1,159.06",Returning,6%,Cash,Retail
1078,12/06/2023,Charlie,South,"£92,529.44",29,Electronics,"£3,177.81","£3,222.65",Returning,1%,Credit Card,Retail
1008,12/06/2023,Alice,East,"£140,035.84",32,Food,"£4,298.12","£4,446.90",New,2%,Bank Transfer,Online
1097,13/06/2023,Charlie,East,"£21,661.92",10,Furniture,"£2,162.95","£2,191.19",Returning,1%,Credit Card,Online
1030,13/06/2023,Charlie,West,"£20,241.32",5,Clothing,"£3,932.14","£4,082.76",New,1%,Credit Card,Online
1007,14/06/2023,Alice,North,"£14,329.94",9,Clothing,"£1,481.76","£1,668.95",Returning,5%,Credit Card,Retail
1011,14/06/2023,Alice,South,"£171,635.76",38,Furniture,"£4,456.67","£4,642.46",New,3%,Bank Transfer,Online
1008,14/06/2023,Eve,North,"£35,853.74",24,Clothing,"£1,394.17","£1,891.02",New,21%,Credit Card,Online
1004,15/06/2023,Alice,East,"£41,659.29",13,Furniture,"£3,087.73","£3,263.96",New,2%,Cash,Retail
1075,15/06/2023,Eve,North,"£48,468.25",26,Furniture,"£1,749.34","£1,935.25",New,4%,Credit Card,Online
1072,15/06/2023,David,North,"£158,515.54",35,Electronics,"£4,349.36","£4,645.17",Returning,3%,Credit Card,Retail
1038,15/06/2023,Alice,West,"£53,512.77",42,Food,"£1,089.09","£1,355.44",New,6%,Cash,Retail
1044,17/06/2023,Charlie,North,"£15,710.27",6,Furniture,"£2,388.95","£2,742.97",Returning,5%,Credit Card,Retail
1092,17/06/2023,Alice,East,"£70,436.91",47,Furniture,"£1,447.45","£1,703.02",Returning,12%,Bank Transfer,Retail
1092,17/06/2023,David,East,"£66,978.64",21,Clothing,"£2,792.20","£3,254.55",New,2%,Credit Card,Retail
1038,18/06/2023,Eve,West,"£40,685.30",24,Clothing,"£1,543.91","£1,862.88",New,9%,Bank Transfer,Online
1002,19/06/2023,Eve,West,"£8,508.25",18,Food,£117.63,£576.44,New,18%,Credit Card,Retail
1045,19/06/2023,David,North,"£144,742.18",36,Electronics,"£3,835.64","£4,076.77",Returning,1%,Credit Card,Retail
1029,19/06/2023,Eve,South,"£96,138.19",27,Food,"£3,196.38","£3,596.64",New,1%,Cash,Retail
1058,20/06/2023,Eve,West,"£131,718.53",48,Clothing,"£2,614.48","£3,049.04",New,10%,Credit Card,Retail
1012,20/06/2023,Alice,South,"£33,241.45",47,Clothing,£325.75,£803.71,New,12%,Bank Transfer,Retail
1018,21/06/2023,Eve,North,"£28,970.99",28,Clothing,"£1,006.14","£1,043.45",New,1%,Bank Transfer,Retail
1064,21/06/2023,Bob,West,"£50,275.72",46,Electronics,£984.53,"£1,138.49",New,4%,Bank Transfer,Online
1063,22/06/2023,Bob,South,"£104,570.18",25,Electronics,"£3,997.10","£4,212.65",New,1%,Cash,Online
